data_id;iso;event_id_cnty;event_id_no_cnty;event_date;year;time_precision;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;timestamp;iso3
7186974;288;GHA1117;1117;"17 August 2020";2020;1;Protests;"Protest with intervention";"Protesters (Ghana)";"Students (Ghana)";6;"Police Forces of Ghana (2017-)";;1;16;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Ghana Web; Peace Online; Citi News";Subnational-National;"On 17 August 2020, some graduates of the School of Hygiene demonstrated at the Ministry of Sanitation in Accra (Accra, Greater Accra) over the non-payment of their allowances. Police forces intervened and dispersed the crowd. [size=some]";0;1599525364;GHA
7188192;288;GHA1116;1116;"13 August 2020";2020;2;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;Central;"Gomoa East";;Kasoa;5.5345;-0.4168;1;"Citi News";National;"Around 13 August 2020 (as reported), residents demonstrated in Gomoa Budumburam community in Kasoa (Awutu Efutu Senya, Central) over the bad state of roads in their community. [size=no report]";0;1618499299;GHA
7186972;288;GHA1114;1114;"12 August 2020";2020;2;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana); Teachers (Ghana)";6;;;0;60;"Western Africa";Ghana;Eastern;Fanteakwa;;Bunsu;6.2726;-0.4647;1;"Daily Guide Ghana; Ghana Web";National;"Around 12 August 2020 (as reported), lecturers and staff members of the University College of Agriculture and Environmental Studies demonstrated in Akyem Bunso (East Akim, Eastern) over the non-payment of their salaries. [size=no report]";0;1618499304;GHA
7186973;288;GHA1115;1115;"12 August 2020";2020;1;Riots;"Violent demonstration";"Rioters (Ghana)";;5;;;0;50;"Western Africa";Ghana;Volta;"North Tongu";;Juapong;6.2902;0.1988;1;"Ghana Web; Citi News; Joy FM";National;"On 12 August 2020, youths demonstrated in Juapong (Volta, North Tongu) over the killing of a resident on the previous day. A roadblock was mounted and tires burnt. [size=no report]";0;1618499305;GHA
7188196;288;GHA1113;1113;"12 August 2020";2020;1;"Violence against civilians";Attack;"Military Forces of Ghana (2017-)";;1;"Civilians (Ghana)";"Journalists (Ghana)";7;17;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 12 August 2020, a military officer has beaten up a journalist in Accra (Accra, Greater Accra) for filming a clean-up exercise at a bus station.";0;1599525367;GHA
7188533;288;GHA1112;1112;"11 August 2020";2020;1;Riots;"Violent demonstration";"Rioters (Ghana)";;5;"Police Forces of Ghana (2017-)";;1;15;"Western Africa";Ghana;"Greater Accra";Ledzokuku;;Teshi;5.5837;-0.1072;1;"Ghana Web";National;"On 11 August 2020, some youths demonstrated in Teshie (Accra, Greater Accra) over police forces enforcing coronavirus restrictions during a festival. Demonstrators threw stones at police forces. [size=some]";0;1618499335;GHA
7188526;288;GHA1111;1111;"09 August 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana)";5;"Civilians (Ghana)";;7;57;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"Ghana Web";National;"On 9 August 2020, a mob lynched and killed a suspected goat thief in Tamale (Tamale, Northern). [size=no report]";1;1599525368;GHA
7186971;288;GHA1110;1110;"08 August 2020";2020;1;Battles;"Armed clash";"NPP: New Patriotic Party";;3;"NDC: National Democratic Congress";;3;33;"Western Africa";Ghana;Bono;"Dormaa West";;Nkrankwanta;7.0222;-3.0454;1;"Ghana Web; Peace Online; Ghanaian Broadcasting; Citi News; GNA (Ghana); Daily Graphic; Joy FM; 3 News";National;"On 8 August 2020, NDC and NPP militias clashed in Nkrankwanta (Dormaa West, Bono). 1 person was killed, 2 injured and property destroyed.";1;1599525364;GHA
7188528;288;GHA1109;1109;"08 August 2020";2020;1;"Violence against civilians";Attack;"Unidentified Armed Group (Ghana)";;3;"Civilians (Ghana)";"Fulani Ethnic Group (Ghana)";7;37;"Western Africa";Ghana;Ashanti;Kumasi;;Esereso;6.6315;-1.5633;1;"Ghana Web";National;"On 8 August 2020, unidentified gunmen killed a Fulani in Esereso (Bosomtwe, Ashanti).";1;1618499417;GHA
7186970;288;GHA1108;1108;"07 August 2020";2020;2;Riots;"Violent demonstration";"Rioters (Ghana)";"Students (Ghana)";5;"Civilians (Ghana)";"Journalists (Ghana)";7;57;"Western Africa";Ghana;Eastern;"East Akim";;Kukurantumi;6.1883;-0.3655;1;"Ghanaian Broadcasting; Daily Guide Ghana; Daily Graphic; Citi News; Joy FM; 3 News; Peace Online; GNA (Ghana)";National;"Around 7 August 2020 (as reported), students of a SHS in Kukurantumi (East Akim, Eastern) demonstrated over tightened security during the ongoing West African Senior School Certificate Examination. A journalist was beaten and injured. [size=no report]";0;1599525364;GHA
7186968;288;GHA1106;1106;"06 August 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Ghana Web; Peace Online";Subnational-National;"On 6 August 2020, youth demonstrated in Accra (Accra, Greater Accra) over the alleged seizure of lands by high-ranked NPP members and military. [size=no report]";0;1599525364;GHA
7186969;288;GHA1107;1107;"06 August 2020";2020;2;"Violence against civilians";Attack;"NPP: New Patriotic Party";;3;"Civilians (Ghana)";"Government of Ghana (2017-)";7;37;"Western Africa";Ghana;Central;Ajumako-Enyan-Essiam;;Ajumako;5.4258;-0.9587;1;"Joy FM; Daily Guide Ghana; Ghana Web; GNA (Ghana)";National;"Around 6 August 2020 (as reported), suspected NPP militias attacked a voter registration center in Ajumako Bisease (Ajumako, Central), injured 5 people and destroyed property. A police and military team intervened and calmed the situation.";0;1618499468;GHA
7188194;288;GHA1105;1105;"06 August 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Students (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 6 August 2020, nursing students demonstrated at the Sanitation Ministry in Accra (Accra, Greater Accra) over the non-payment of their allowances. [size=no report]";0;1599525367;GHA
7186967;288;GHA1103;1103;"05 August 2020";2020;1;Riots;"Violent demonstration";"Rioters (Ghana)";"Students (Ghana)";5;;;0;50;"Western Africa";Ghana;Savannah;"West Gonja";;Damongo;9.0834;-1.8182;1;"Joy FM; Ghanaian Broadcasting; Ghana Web; Daily Guide Ghana; Citi News";National;"On 5 August 2020, students of a SHS in Damongo (West Gonja, Savannah) demonstrated over the strict social distancing and invigilation during the West African Senior School Certificate Examination. Students destroyed streetlights and cut the power on campus. Police intervened and calmed the situation, no physical intervention reported. [size=no report]";0;1599525364;GHA
7188530;288;GHA1104;1104;"05 August 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana)";5;"Police Forces of Ghana (2017-)";"Civilians (Ghana)";1;15;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"Ghana Web";National;"On 5 August 2020, a mob tried to lynch a suspected robber in Tamale (Tamale, Northern) and resisted attempts by police forces to rescue the victim. Police fired gunshots to disperse the crowd and 1 person was killed. [size=no report]";1;1599525368;GHA
7186966;288;GHA1101;1101;"04 August 2020";2020;1;Protests;"Protest with intervention";"Protesters (Ghana)";;6;"Police Forces of Ghana (2017-)";"Military Forces of Ghana (2017-)";1;16;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Joy FM; Citi News; Ghana Web; Daily Graphic";Subnational-National;"On 4 August 2020, hundreds of residents demonstrated in Awoshie Mangoase community in Accra (Accra, Greater Accra) over non-functioning traffic lights in their area. An MP was chased away by demonstrators and police and military forces fired warning shots to disperse the crowd. [size=hundreds]";0;1599525364;GHA
7188531;288;GHA1102;1102;"04 August 2020";2020;1;"Violence against civilians";Attack;"Unidentified Armed Group (Ghana)";;3;"Civilians (Ghana)";"Government of Ghana (2017-)";7;37;"Western Africa";Ghana;Bono;Banda;;Banda;8.1645;-2.3569;2;"Ghana Web";National;"On 4 August 2020, unidentified gunmen attacked a voter registration center in Akayakrom in Banda District (Bono). No fatalities and/or injuries reported.";0;1599525368;GHA
7188199;288;GHA1099;1099;"03 August 2020";2020;2;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"Around 3 August 2020 (as reported), workers of a hotel in Accra (Accra, Greater Accra) demonstrated over the non-payment of their salaries and their working conditions. [size=no report]";0;1599525367;GHA
7188201;288;GHA1100;1100;"03 August 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"NDC: National Democratic Congress";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 3 August 2020, hundreds of NDC supporters demonstrated at the District Police Station in Ashaiman area of Accra (Accra, Greater Accra) over the questioning of their former chairman. [size=hundreds]";0;1599525367;GHA
7173545;288;GHA1098;1098;"30 July 2020";2020;2;Protests;"Peaceful protest";"Protesters (Ghana)";"NDC: National Democratic Congress";6;;;0;60;"Western Africa";Ghana;"North East";"Mamprusi West";;Walewale;10.3511;-0.801;1;"Joy FM";National;"Around 30 July 2020 (as reported), NDC supporters demonstrated at a radio station in Walewale (West Mamprusi, Northern) over the alleged assault of its communication officer during a radio talk show with a NPP official. [size=no report]";0;1618499640;GHA
7173311;288;GHA1096;1096;"27 July 2020";2020;2;Protests;"Peaceful protest";"Protesters (Ghana)";"Miners (Ghana)";6;;;0;60;"Western Africa";Ghana;Western;"Tarkwa Nsuaem";;Adiewoso;4.9133;-2.0136;2;"3 News; Daily Graphic; Citi News";National;"Around 27 July 2020 (as reported), hundreds of galamsey miners demonstrated near Adiewoso (Takoradi, Western) over plans to eject them from their mines. [size=hundreds]";0;1618499728;GHA
7173383;288;GHA1097;1097;"27 July 2020";2020;1;Battles;"Armed clash";"Military Forces of Ghana (2017-)";;1;"Police Forces of Ghana (2017-) Bureau of National Investigations";;1;11;"Western Africa";Ghana;Ashanti;Kumasi;;Kumasi;6.6936;-1.6218;1;"3 News";National;"On 27 July 2020, members of the Ghana Armed Forces and a national security officer, believed to be part of the BNI, clashed at a voter registration centre at Baba Kompo in Kumasi (Kumasi Ashanti).";0;1596481840;GHA
7173446;288;GHA1095;1095;"27 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 27 July 2020, staff of a hotel in Accra (Accra, Greater Accra) demonstrated over the non-payment of their salaries. [size=no report]";0;1596481840;GHA
7173544;288;GHA1094;1094;"26 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NDC: National Democratic Congress";5;"Rioters (Ghana)";"NPP: New Patriotic Party";5;55;"Western Africa";Ghana;Central;"Upper Denkyira West";;Domenase;6.0475;-1.962;1;"Joy FM";National;"On 26 July 2020, NPP and NDC supporters engaged in a street-fight at a voter registration centre in Domenase (Upper Denkyira West, Central) after disagreements over registration procedures. [size=no report]";0;1596481841;GHA
7202417;288;GHA1137;1137;"26 July 2020";2020;1;"Violence against civilians";Attack;"Unidentified Armed Group (Ghana)";;3;"Civilians (Ghana)";;7;37;"Western Africa";Ghana;Eastern;Atiwa;;Muoso;6.3633;-0.6039;1;"Joy FM";National;"On 26 July 2020, unidentified gunmen attacked Akyem Muoso (Atiwa West, Eastern) and shot and injured 4 residents. The victim sustained gunshot wounds.";0;1618499748;GHA
7169295;288;GHA1092;1092;"24 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";"NDC: National Democratic Congress";5;55;"Western Africa";Ghana;Savannah;"North Gonja";;Daboya;9.5311;-1.379;1;"Ghana Web";National;"On 24 July 2020, NDC and NPP supporters engaged in a street-fight using knives at a voter registration center in Daboya (North Gonja, Savannah) over the eligibility of a group of people that arrived to take part in the Electoral Commissions registration exercise. [size=no report]";0;1618499799;GHA
7173310;288;GHA1093;1093;"24 July 2020";2020;2;Riots;"Mob violence";"Rioters (Ghana)";"Street Traders (Ghana)";5;"Rioters (Ghana)";"Street Traders (Ghana)";5;55;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Joy FM; Citi News; Daily Graphic";Subnational-National;"Around 24 July 2020 (as reported), street traders engaged in a street-fight in Accra (Accra, Greater Accra) over the closure of foreign-owned shops at Nkrumah Circle. [size=no report]";0;1596481839;GHA
7169007;288;GHA1091;1091;"23 July 2020";2020;2;Riots;"Mob violence";"Rioters (Ghana)";"Vigilante Group (Ghana)";5;"Civilians (Ghana)";"Women (Ghana)";7;57;"Western Africa";Ghana;Savannah;"East Gonja";;Kafaba;8.4603;-0.754;1;"Daily Guide Ghana; 3 News; Daily Graphic; Ghana Web; Citi News; GNA (Ghana)";National;"Around 23 July 2020 (as reported), a mob lynched a woman suspected of witchcraft to death in Kafaba (East Gonja, Savannah). [size=no report]";1;1595875995;GHA
7169006;288;GHA1090;1090;"22 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"Fulani Ethnic Group (Ghana)";5;"Rioters (Ghana)";"Fulani Ethnic Group (Ghana)";5;55;"Western Africa";Ghana;Eastern;"Upper Manya";;Asesewa;6.3929;-0.1446;1;"Daily Graphic; Ghana Web; Peace Online";National;"On 22 July 2020, members of the Fulani community engaged in a street-fight at a market in Asesewa (Upper Manya Krobo, Eastern) sparked by an argument over the quality of a rope. 5 people sustained injuries by machetes. [size=at least 5]";0;1618499883;GHA
7169005;288;GHA1089;1089;"20 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";"NDC: National Democratic Congress; Government of Ghana (2017-)";5;55;"Western Africa";Ghana;Central;"Gomoa East";;Kasoa;5.5345;-0.4168;1;"Ghanaian Broadcasting; Joy FM; Peace Online; Citi News; Ghana Web; 3 News; Daily Graphic; Daily Guide Ghana; GNA (Ghana)";National;"On 20 July 2020, NPP and NDC supporters clashed at a voter registration center in Kasoa (Awutu Efutu Senya, Central). In the process, an NPP MP fired gunshots and motorbikes were burnt. [size=no report]";0;1618499945;GHA
7163505;288;GHA1087;1087;"18 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Nigeria)";;6;;;0;60;"Western Africa";Ghana;Central;"Gomoa East";;"Gomoa Buduburam";5.5231;-0.4772;1;"Ghana Web; Joy FM; Citi News";National;"On 18 July 2020, Nigerian residents demonstrated at the police station in Gomoa Buduburam (Gomoa East, Central) after a community member was shot and killed in a police operation on the previous day. [size=no report]";0;1595270742;GHA
7163504;288;GHA1086;1086;"17 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Journalists (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"3 News; Daily Graphic; Joy FM; Ghanaian Broadcasting; Ghana Web";Subnational-National;"On 17 July 2020, staff members of the Ghana Broadcasting Corporation demonstrated at their HQ in Accra (Accra, Greater Accra) over plans of the Minister of Communications to reduce their number of channels. [size=no report]";0;1595270742;GHA
7163502;288;GHA1084;1084;"15 July 2020";2020;1;Riots;"Violent demonstration";"Rioters (Ghana)";"Students (Ghana)";5;"Police Forces of Ghana (2017-)";"Military Forces of Ghana (2017-); Civilians (Ghana); Teachers (Ghana)";1;15;"Western Africa";Ghana;Northern;Kpandai;;Kpandai;8.4689;-0.0113;1;"Peace Online; Ghana Web";National;"On 15 July 2020, students demonstrated at the Kpandai SHS (Kpandai, Northern) after school authorities seized their phones. The school was vandalized and teachers pelted with stones. Police and Military forces intervened and fired gunshots to calm the situation. 3 members of the security forces were injured. [size=no report]";0;1595270742;GHA
7163503;288;GHA1085;1085;"15 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;Ashanti;Kumasi;;Kumasi;6.6936;-1.6218;1;"Citi News; Peace Online; Daily Graphic; GNA (Ghana); Joy FM";National;"On 15 July 2020, over 250 staff members of Metro Mass Transit demonstrated at the transport yard in Kumasi (Kumasi, Ashanti) over the non-payment of their salaries. [size=over 250]";0;1595270742;GHA
7810290;288;GHA1088;1088;"15 July 2020";2020;2;"Strategic developments";"Looting/property destruction";"Landguard Soldiers";;8;"Civilians (Ghana)";"Farmers (Ghana)";7;78;"Western Africa";Ghana;"Greater Accra";"Kpone Katamanso";;Kpone;5.6897;0.057;2;"Ghana Web";National;"Around 15 July 2020 (week of), land guards operating on behalf of land developers destroyed farmlands in Adigon within Kpone Katamanso (Greater Accra) and fired warning shots.";0;1618500101;GHA
7163500;288;GHA1081;1081;"14 July 2020";2020;2;"Violence against civilians";Attack;"Unidentified Armed Group (Ghana)";;3;"Civilians (Ghana)";"NDC: National Democratic Congress";7;37;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Joy FM; Citi News";National;"Around 14 July 2020 (as reported), NDC supporters claimed that they were attacked by unidentified gunmen at voter registration centers in Ayawaso West Wuogon Constituency in Accra (Accra, Greater Accra).";0;1595270742;GHA
7163501;288;GHA1083;1083;"14 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";"NDC: National Democratic Congress";5;55;"Western Africa";Ghana;Bono;Banda;;Banda;8.1645;-2.3569;1;"Ghanaian Broadcasting; Citi News; Daily Graphic; GNA (Ghana); Peace Online; Daily Guide Ghana; Ghana Web; Joy FM";National;"On 14 July 2020, NDC and NPP supporters engaged in a street-fight at a voter registration center in Banda (Banda, Bono). In the process, a NDC supporter was stabbed to death by a NPP supporter. [size=no report]";1;1595270742;GHA
7163656;288;GHA1082;1082;"14 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";;6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 14 July 2020, parents demonstrated at a school in Accra (Accra, Greater Accra) and demanded the release of the their children after 50 students were tested positive for coronavirus. [size=no report]";0;1595270742;GHA
7163657;288;GHA1078;1078;"13 July 2020";2020;1;"Violence against civilians";Attack;"NPP: New Patriotic Party";;3;"Civilians (Ghana)";;7;37;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News";National;"On 13 July 2020, suspected armed NPP militias attacked a voter registration center in Odododiodo constituency in Accra (Accra, Greater Accra) and injured an unreported number of people.";0;1595270742;GHA
7163732;288;GHA1079;1079;"13 July 2020";2020;1;"Violence against civilians";Attack;"NPP: New Patriotic Party";;3;"Civilians (Ghana)";"NDC: National Democratic Congress";7;37;"Western Africa";Ghana;Ahafo;"Asutifi South";;Hwidiem;6.9335;-2.356;1;"Ghana Web";National;"On 13 July 2020, NPP militias attacked a staff member of an NDC MP at the office of the Electoral Commission at Hwidiem (Asutifi South, Ahafo). The victim was beaten and attacked with pepper spray.";0;1595270743;GHA
7763292;288;GHA1080;1080;"13 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";"NDC: National Democratic Congress";5;55;"Western Africa";Ghana;Eastern;"Kwahu West";;Odumase-Krobo;6.5333;-0.8167;2;"Ghana Web; 3 News";National;"On 13 July 2020, NDC and NPP supporters engaged in a street-fight in Lower Manya Krobo district (Eastern). Police forces intervened and calmed the situation. [size=no report]";0;1618500150;GHA
7157211;288;GHA1075;1075;"08 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Labour Group (Ghana)";6;;;0;60;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Citi News; Ghana Web; 3 News";National;"On 8 July 2020, some workers of Kotoka Airport in Accra (Accra, Greater Accra) demonstrated over alleged plans to privatize the airport. [size=no report]";0;1594671474;GHA
7157210;288;GHA1074;1074;"07 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"Students (Ghana)";6;;;0;60;"Western Africa";Ghana;Ashanti;Kumasi;;Kumasi;6.6936;-1.6218;1;"Citi News; Daily Graphic; GNA (Ghana)";National;"On 7 July 2020, students demonstrated at the Kwame Nkrumah University of Science and Technology Senior High School in Kumasi (Kumasi, Ashanti) over the death of student who was allegedly left unattended over coronavirus fears. [size=no report]";0;1594671474;GHA
7163730;288;GHA1076;1076;"07 July 2020";2020;1;Battles;"Armed clash";"Unidentified Armed Group (Ghana)";;3;"Police Forces of Ghana (2017-)";;1;13;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Ghana Web";National;"On 7 July 2020, policemen detained two unidentified men armed with cutlasses during an attack on a voter registration center in Accra (Accra, Greater Accra).";0;1595270743;GHA
7163731;288;GHA1077;1077;"07 July 2020";2020;1;Battles;"Armed clash";"Police Forces of Ghana (2017-) Bureau of National Investigations";;1;"Police Forces of Ghana (2017-)";;1;11;"Western Africa";Ghana;"Greater Accra";Accra;;Accra;5.556;-0.1969;1;"Ghana Web";National;"On 7 July 2020, suspected national security operatives (assumed BNI) attacked a police vehicle in Accra (Accra, Greater Accra), containing suspects involved in an earlier attack on a voter registration centre. The operatives forcibly took the suspects. One police officer was injured during the clash.";0;1595270743;GHA
7157487;288;GHA1070;1070;"06 July 2020";2020;1;Protests;"Peaceful protest";"Protesters (Ghana)";"NDC: National Democratic Congress";6;;;0;60;"Western Africa";Ghana;Ashanti;"Ejura Sekyedumase";;Ejura;7.3856;-1.3562;1;"Ghana Web";National;"On 6 July 2020, supporters of the NDC demonstrated at the Police station in Ejura (Ejura/Sekyedumase, Ashanti) over an attack on the local NDC MP earlier that day. [size=no report]";0;1618500376;GHA
7157488;288;GHA1072;1072;"06 July 2020";2020;1;"Violence against civilians";Attack;"Unidentified Armed Group (Ghana)";;3;"Civilians (Ghana)";"NDC: National Democratic Congress";7;37;"Western Africa";Ghana;Ashanti;Mampong;;Nkwanta;7.1263;-1.3964;2;"Ghana Web";National;"On 6 July 2020, unidentified gunmen attacked an NDC MP during a tour in his constituency on the way to Nkwanta (Mampong, Ashanti).";0;1594671475;GHA
7157489;288;GHA1073;1073;"06 July 2020";2020;1;"Violence against civilians";Attack;"NPP: New Patriotic Party";"NDC: National Democratic Congress";3;"Civilians (Ghana)";"Government of Ghana (2017-)";7;37;"Western Africa";Ghana;Northern;Tamale;;Tamale;9.4008;-0.8393;1;"Ghana Web";National;"On 6 July 2020, NPP and NDC militias stormed a voter registration point in Tamale (Tamale, Northern) and chased away the officers over fears that outsiders will take part in the registration.";0;1594671475;GHA
7809435;288;GHA1071;1071;"06 July 2020";2020;1;Protests;"Protest with intervention";"Protesters (Ghana)";"Taxi Drivers (Ghana)";6;"Police Forces of Ghana (2017-)";;1;16;"Western Africa";Ghana;"Greater Accra";"Kpone Katamanso";;Kpone;5.6897;0.057;1;"Daily Guide Ghana; Ghana Web; Peace Online; Citi News";Subnational-National;"On 6 July 2020, about 100 commercial drivers demonstrated in Kpone (Tema, Greater Accra) over the bad state of the roads in the area. Police forces intervened and fired rubber bullets. 3 people were injured. [size=about 100]";0;1618500367;GHA
7153062;288;GHA1069;1069;"04 July 2020";2020;1;"Violence against civilians";Attack;"Doba Communal Militia (Ghana)";;4;"Civilians (Ghana)";;7;47;"Western Africa";Ghana;"Upper East";"Kasena Nankana West";;Kandiga;10.8833;-0.9333;1;"3 News; Ghana Web; Peace Online";National;"On 4 July 2020, suspected militias from Doba community attacked Kandiga (Kassena Nankana, Upper East), burnt houses and killed 1 resident. The attack is believed to related to an ongoing land dispute.";1;1618500414;GHA
7157132;288;GHA1068;1068;"03 July 2020";2020;2;Riots;"Violent demonstration";"Rioters (Ghana)";"Labour Group (Ghana)";5;;;0;50;"Western Africa";Ghana;Ashanti;Kumasi;;Kumasi;6.6936;-1.6218;1;"Joy FM";National;"Around 3 July 2020, cattle dealers demonstrated in Kumasi (Kumasi, Ashanti) over price increases at the local abattoir. Property was burnt in front of the office of the facility. [size=no report]";0;1594671459;GHA
7153326;288;GHA1067;1067;"02 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";"NDC: National Democratic Congress";5;55;"Western Africa";Ghana;Savannah;"West Gonja";;Damongo;9.0834;-1.8182;1;"Ghana Web";National;"On 2 July 2020, NPP and NDC supporters engaged in a street-fight in Damongo (West Gonja, Savannah) during the voter registration for the upcoming elections. 1 person was injured. The incident is related to tensions between both parties in the constituency. Military forces were deployed to calm the situation. [size=no report]";0;1594063539;GHA
7157122;288;GHA1066;1066;"01 July 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";"NPP: New Patriotic Party";5;"Rioters (Ghana)";"NDC: National Democratic Congress";5;55;"Western Africa";Ghana;Central;"Gomoa East";;Kasoa;5.5345;-0.4168;1;"Citi News";National;"On 1 July 2020, suspected NDC and NPP supporters clashed in Kasoa (Awutu Efutu Senya, Central) at an registration office for election register. 1 person was hit by a stone and gunshots were reported. [size=no report]";0;1618500497;GHA
7153260;288;GHA1063;1063;"29 June 2020";2020;1;Riots;"Violent demonstration";"Rioters (Ghana)";;5;;;0;50;"Western Africa";Ghana;Western;"Sekondi Takoradi";;Hwendo;4.935;-1.8157;1;"Citi News";National;"On 29 June 2020, residents of Hwendo (Effia-Kwesimintsim, Western) demonstrated over the bad state of roads in their area. Tires were burnt and roads blocked. [size=no report]";0;1618500566;GHA
7153327;288;GHA1065;1065;"29 June 2020";2020;1;Riots;"Mob violence";"Rioters (Ghana)";;5;"Rioters (Ghana)";;5;55;"Western Africa";Ghana;Eastern;"Yilo Krobo";;Somanya;6.1055;-0.015;1;"Ghana Web";National;"On 29 June 2020, applicants for the Ghana Identification Card engaged in a street-fight in Asitey area of Somanya town (Yilo Krobo, Eastern) over the alleged payment of bribes to officials. 1 person was stabbed and injured. [size=no report]";0;1594063539;GHA
7153328;288;GHA1064;1064;"29 June 2020";2020;2;"Violence against civilians";Attack;"Military Forces of Ghana (2017-)";;1;"Civilians (Ghana)";;7;17;"Western Africa";Ghana;Central;"Gomoa East";;Kasoa;5.5345;-0.4168;1;"Ghana Web";National;"Around 29 June 2020 (as reported), members of the Ghanaian military forces attacked residents in Kasoa (Awutu Efutu Senya, Central). It is believed that the GAF soldiers were sent by a real estate developer.";0;1618500574;GHA
7135878;288;GHA1061;1061;"27 June 2020";2020;2;"Violence against civilians";Attack;"Landguard Soldiers";;8;"Civilians (Ghana)";;7;78;"Western Africa";Ghana;Central;"Gomoa East";;Kasoa;5.5345;-0.4168;1;"Ghana Web";National;"Around 27 June 2020 (as reported), Landguard Soldiers attacked a group of civilians at the Ofaakor court in Kasoa (Awutu Efutu Senya, Central) over a pending case. 2 people were injured.";0;1618500626;GHA
7135642;288;GHA1060;1060;"24 June 2020";2020;2;Riots;"Mob violence";"Rioters (Ghana)";"Miners (Ghana)";5;"Military Forces of Ghana (2017-)";;1;15;"Western Africa";Ghana;Ashanti;"Asante Akim Central";;Konongo;6.6167;-1.2167;2;"Peace Online; Citi News; Ghana Web; Daily Guide Ghana; GNA (Ghana)";National;"Around 24 June 2020 (as reported), Ghana Armed Forces clashed with Galamsey miners in Petransa in Asante Akyem Central District (Ashanti) over illegal mining. 1 miner was killed. [size=no report]";1;1618500722;GHA
